1,作襯景，還不賴而搭乘，沒有特別欣喜，CP值不好
1,員工這種不屑輕浮的態度，希望文物館能夠好好教育員工，如果要收取費用，卻又是這樣的服務態度，真的很令人失望  我們來這裡租場地拍攝，然而在陶然居負責的這位員工態度十分的不好，我們已經是第二次租借拍攝，因為知道這裡是古蹟，拍攝時我們都很守規矩小心，第次來的時候拍攝非常愉快順利，但這次遇到這位在陶然居的員工，覺得非常的不愉快，首先沒搞清楚我們拍攝時間就用輕浮態度告知我們只剩5分鐘，但其實還有半小時，接下來我們請她幫忙移動傢俱，她就大聲斥喝請我們不要碰，但我們完全沒有自行移動
1,給行人和腳踏車走的橋已經是對行人和腳踏車用路權益的層剝削，就不要再把橋面做成波浪狀，進步浪費行人和腳踏車的體力
1,這麼好的塲所和空間，太可惜了！最後讓小朋友坐小火車簡直是＂乎弄人＂，那麼大的空間好好的規劃才是，難怪台鐵屢招人垢病
1,每天經過看到建築的外牆真是好假!
1,游民很多，環境顯得髒亂，有再須要注重加強維護的必要！
1, 可以參觀天安門廣場，為什麼要憑空而來      why would you go to thin air when you could visit Tiananmen Square
1,大早就在施工，是吵爽了沒？？？？？？？
1,約20個座位連接在排，要出入很不方便
1,擺攤做生意，市場太小，東西少
1,出租店舖堆，感覺士林夜市快消失了
1,管制越來越機車了  不喜歡去了
1,說實在的，它的存在會帶動地方繁榮嗎？  少少的人來這逛逛，滿足了見解，然後呢？大同區被另類的觀點建設成了不古蹟類的假古地點，以它的地點發展成這樣，還不如建大樓跳樓價賣房，1坪15萬賣給需要房子的人，活絡人口，順便打房，讓利給人民還實在點，（活著的人過好點，古蹟，讓它去死吧）生吃都不夠了，還想曬干
1,很喜歡的個景點，但最近常遇到有人次帶7～8隻大狗去散步，沒有繫繩子，而狗狗遇到其他人會追上去吠跟作勢咬人，非常危險！我媽媽已經被嚇到跌倒傷到手腕跟骨盆，希望相關單位能想辦法勸導或維護，不然下次年長者摔倒有可能會有更嚴重的傷害！
1," 哦，已經關了很久了！！      Oh, already closed long time!!"
2,魍魅拍照 各式各樣極限poses  但路很小條不要造成別人困擾好嗎
2,借場地，感覺態度不夠親切，不像是基督徒應有的態度
2,沒有廁所，對老人小孩很不方便!
2,特別前來卻暫停服務，殘念
2, 它並不便宜        
2,參觀必須有低消，門口標示不清，自行留意推薦去典藏植物園即可
2,不是花季，所有農地幾乎都在整理，除了餐廳有在營業外，其他沒什麼可看
2,裡面是些古色古香的製茶器具和場所  進去右邊有什麼茶分別是什麼樣子的  再進去會看到製茶的場所  裡頭還會有些古董以及它們的介紹  空間不大，但可以讓你初步了解以前的人是如何製茶的  只是因為在車水馬龍的大馬路旁所以很不好停車
2,昔日的渡船口，現代的基四號疏散門
2,滿懷著期待專程去看修復完成重新開幕的北警察署，很可惜不如預期常設展主要是1920-1930年代的新文化運動，這主題非常有趣，但展出的資料量及深度不足，對於1940年左右到1945年戰後的後續發展變成了空白的歷史至少該交代這些參與新文化運動的知識分子在歷經日本統治時代的發展，到了二次世界大戰結束日本投降之後是否償宿願，有更好的發展？還是在二二八事變以及白色恐怖時期遭受了不好的下場？這些都刻意忽略不交代，就變成個去只有前因而無後果除去歷史脈絡的展出，真的非常可惜展場的些互動設計也是不知所云，投影互動AR互動電腦機台互動手翻資訊版等設置，使用者體驗(UX)都做得很差，內容也不豐富，感覺是為了互動而互動（消化預算？），反而降低資訊傳達的效率，倒不如直接做大圖海報輸出來得直接除了專題展出之外，古蹟建築物本身的介紹規劃也是個大問號既然北警察署建築擁有古蹟身分，對於建築由來使用歷史變遷的介紹，只有水牢及居留室等空間有短短的解說牌介紹，整體內容非常貧乏，比維基百科提供的資訊還少，常設展出與此古蹟也幾乎沒有連結北警察署從日治時期1933年直使用到2012年，建築物本身的使用變遷定有更多好的壞的歷史故事，這方面的史料付之闕如，好像只是個空殼，台北市文化局經營的古蹟如此營運，真的非常可惜
2,可能類似的賣點太多  無特別之處！
2," 在這裡，你可以遇到很多台灣學生，但大多數都是傲慢自負！      Around here, you can meet lots of taiwan students, but most of them arearrogant and conceited!"
2,違建太多 到處都是鐵皮屋
2,整體落寞了不少 學生比起以前少太多 逛的人稀稀落疏的 沒人氣  只剩少數幾家具代表性的店家還有生意 其它的 慘哦
2,無新意的國家公園，都沒有再整理，或是再裝飾，  
3,食材不錯 價格偏高 座位部分是高腳椅 不是很舒適除此之外空間感及位置算中上
3,路過，坐捷運稍微散步可以抵達
3,古老莊嚴廟宇，該廟香爐有三座，座是天公爐；清水祖師爐另個是地藏菩薩共三座，廟宇清靜，但外面有美食可供遊客香客使用
3,可騎車，散步，賞鳥周末常有鳥會志工駐點解說
3, 它類似於龍山寺       
3,現在的饒河街夜市都是些觀光客在逛的 現在饒河街夜市和以前的饒河街夜市都不太樣了 所賣的東西都大同小異 陣子沒去 昨天去了以後突然發現消費都變高了可能是觀光客變多了吧 專門在賣給觀光客他們 我就有可能不太會再去那個地方逛街了
3,不像廟的廟 莊嚴清淨 放空的好地方
3,連結新店溪東岸人行及腳踏車通道，有運動場及休閒綠地，有水門出口七分鐘可達四海豆漿店
3, 自去年以來，維護工作花費了很長時間而且些老志願者的免費指導並不好      The maintenance took a long time since last year And the free instruction isnot good by some elder volunteer
3,空氣清新 視野良好 停車方便
3,沒什麽新書，歷史類較多出版業的寒冬
3,在樂利路上，展示空間不大，時有特定內容展出！
3,不知如何形容這地方，是私人的老宅邸嗎？供奉的是
3,糕餅業轉型故事還有麵包可以買
3,幽靜的地點，感受孫運璿的清廉作風～
4,老茶莊有口埤值得大家採購
4,有閱覽室，廁所，小朋友體能器具
4,視野遼闊 有定時整修  依季節更替花草與藝術裝置  散步 健走 慢跑 單騎 觀景的休憩好地方
4,公館站步行15分鐘（是直的，不要迷路）聽起來出奇的好容量約850人（是不是感覺旁邊沒有液體空間？）因為後面有階梯區，我覺得就算矮也能看出來（舞台前面中等高，所以應該沒問題），但是儲物櫃不多（而且很小），所以我認為最好將行李盡可能留在酒店將手機留在入口處（演出結束後約15 分鐘）因為是學生城，演出結束後去車站是安全的（沿主街）      公館駅徒歩15分（真直迷）驚音良850人位（横感？）後方段差背低見思（前程高多分困）少（小）荷物置良思入口携帯預（終演後並15分位）学生街終演後駅安全（大通沿）
4,早期慈祐宮所在為水運要道，松山古稱錫口的發展即以慈祐宮為中心該宮於乾隆年間由安溪移民草創，原為主祀媽祖的天后宮，整體建物裝飾是外型金碧輝煌，為美侖美奐的道教寺廟，而陪祀神明衆多且法相莊嚴，其中太歲殿的太歲造型巨大，他處少見各神龕彫刻細膩，深具藝術文化內涵這裡廟興人旺，香火鼎盛，往來參訪宮廟及朝拜信徒眾多，來此可感受宗教的力量與信仰虔誠就在饒河街夜市旁，松山火車站及捷運松山站下車即可到達，所以路過即可進來參拜
4, 在樓樓梯旁的電視上播放了段約 30 分鐘的視頻內容簡單易懂，有中文字幕如果你有時間，我建議你看看它      1階階段脇30分上映中国語字幕付内容時間方鑑賞勧
4,公園雖然小，地點也較偏僻，但有著乾淨整潔的步道，漂亮的花朵，充滿綠意的池塘，是值得來此走走
4,非常安靜的地方，如果有失眠困擾的可以去趟，看著那些藝術品，放輕鬆，讓它們帶著你起進入夢鄉翱翔在藝術的世界中
4,萬華大理街服裝批發商圈，有男女各種服裝服飾
4,近郊山區，台灣茶葉發源地之空曠少有人跡步道成群，是健行散步的好地方
4,走累休息的好地方~  有熱茶 和廁所 (設備完善的廟宇)  哦對了，裡面拜的是千手觀音哦
4,中山區有名美食街，小吃選擇很多
4,小而美的公園，坡度不大步道好走，有點居高臨下可遠眺北投風景，適合散步隨意走走的地方
4,不錯的生態展示館，訴說內溝溪的生態今昔，登山中途休息站，有廁所有少量停車位，及You Bike站
4,歷史的歲月溶入新時代，值得遊
5,非常值得前往看到台北市古蹟
5,有地震體驗跟濃霧逃生體驗還有消防滅火體驗，內容相當充實，可以帶小朋友來體驗，尤其是這次錢櫃火災，這裡可以學到很多逃生技巧，逃生以往下為主，口訣上下逃生，平層避難，火災最大的敵人是濃煙不是火停車場可以三軍醫院那邊會比較好找
5,國家級文物，其水準之高，無與倫比！文物之優美雅緻，更難出其右！
5,適於全家大小賞鳥及郊遊的地方
5,北投公園旁景點之，頗有古風免費入園觀賞，展覽品當中包含很多于右任先生的墨寶，很值得看假日人潮滿多的      北投公園旁景點之，頗有古風免費入園觀賞，展覽品當中包含很多於右任先生的墨寶，很值得看假日人潮滿多的
5,到了傍晚在737商圈平價小籠包，意麵，肉粥和各式小吃，花小錢可吃到美好的美味
5,兒童藝術中心適合親子活動
5,多肉植物，空氣鳳梨，乾燥花，各種植物相關物品都找的到在這會不小心花太多錢
5,環境清潔優雅 ，目前有展覽，適合小孩炎炎夏日好去處
5,滿滿人潮，很多玉種  但是外行只能看熱鬧~~
5,夜間後山 上來要小心  需多加注意會車的問題
5,劍南山健行的起點，好停車
5,花博時留下的特別建築 也是表演舞台
5,食物雖般，但好吃互動式的布袋戲確實有趣，就是場地略簡陋
5,還是歷史悠久的廟宇能傳達更多台灣的文化內涵    都蠻建議去圓山這座來參觀下
