1,請正名為：懶得賣車輪餅，開店收店時間都很隨性，點營業誠信都沒有只好祝福你們財源廣進萬客雲集
1,服務員素質 服務員加湯時把我們桌上飲料弄倒 噴到我衣服褲子包包椅子 句不好意思對不起 遞個衛生紙 都沒有！！就默默的走了然後再拿拖把拖地但桌面包包椅子完全沒有去擦拭 也沒道歉 真的超級傻眼 畢竟是服務員弄倒並不是我弄倒的 何況別家餐廳即使是客人弄倒飲料基本的問候關心擦拭桌面也會有還好弄倒的是無糖綠茶 還好穿的衣服背的不是多昂貴的不然遇到更機車的客人叫你們賠你們該如何處理？
1,乾是不是換老闆？！豆乾豬肉絲是甜的？！以前比現在好吃多了傷心
1,老闆欠薪水長達年多 死不還錢  拖再拖 沒看過這麼惡劣的人  永遠找藉口有夠可惡
1,老闆女兒臉不知道在臭什麼  服務也不好  扁食掉地板（冷凍）還放回去
1,吃了好多年，以前點外送有附湯，配菜也給的很大方今天久違了點了外送 沒有湯，豬排的份量也縮水了，菜也是便當半都是白飯希望店家莫忘初衷
1,點無糖常溫，結果拿到的是冰的還是有糖的  這樣專業度是不是有待加強？跟店員說不好意思我要常溫這是冰的兩位店員互看了眼完全沒有動作，副又遇到奧客的眼神感覺很差，不會想再去
1,服務的人是從垃圾場撿來的嗎？東西那麼普通，服務還這麼差勁，要來的人要三思，想體驗無法放鬆的下午茶就來吧
1,非素食者的選擇，服務員不夠用心，而且的食材較為普通，飲品不好喝
1,5個月前的客人說的沒錯  麵包是好吃的  連螞蟻都來湊熱鬧
1,男老闆態度差！  點牛肉河粉，河粉是粄條，外帶湯頭給的超少，只有6分滿，肉才4片，湯頭也沒檸檬的酸！  超過最難吃的越南料理
1,中杯鮮奶茶喝起來跟水樣，好意思賣$35  早心情都被打壞
1,已經提前訂位，座位還排在入口處人來人往還要不要人安心吃飯？到餐廳時，現場桌客人都沒有，請服務人員把位置安排在遠離入口，竟然回答客滿沒辦法調整這是我見過最誇張的服務態度主廚功力再好，外場服務團糟，也是髒了星級餐廳的招牌最後取消訂位，去別處也好過這種自以為是的店家
1,價格過高，與商品的價值不符
1,餐點等了個小時 結果竟然是冷的️  平日中午去 客人大概5組左右 也沒有坐滿  但大家的餐都等蠻久的 我大概11:50點好餐 12:50才上餐  通常如果有點飲料應該會起上 結帳的時候也有請他們先上飲料 但還是最後起上  或是如果湯先上可能也會好點 不然就直空等  店新開幕 可以理解人手不足 也不夠熟練 可能會等下  但如果餐點好吃人員態度友善 其實就能粉飾太平  結果 套餐的薯條 是冷的️️️不是溫溫的 完完全全是冷掉的那種（我拍張照就吃了沒有等）  應該是次炸很多起來 然後漢堡排做比較久 放在那邊就冷掉了️  內用吃到冷的薯條真的會心情很差    人員態度好 咖啡不錯喝 但不會再訪
1,當你吃到蒸了兩次還是冷的包子的時候，可能沒辦法給好評
1,很簡單的狀況  服務員教育有趣  詢問戴漁夫帽店員 關於店的調酒  有哪些推薦  ：這頁都是我們的調酒  然後就走了    兩小時後隔壁桌跟我們詢問樣的問題  卻詳細的問客人 有那方面的喜好  酒感啊 什麼之類的    我想 應該是穿的不夠正式 不夠辣吧  來只是為了踩而來的    往後不會再來消費  寧願去總店  至少 不失禮節跟服務    對了  還有點  三人消費人幫刷卡  拿張五百換鈔找給朋友    店內回應  我們現金不夠 所以沒辦法換    可趣的服務 跟可趣的回應
1,網路接單等候10分鐘以上，電話也都不接
1,服務態度不佳且咖啡第次喝不錯 第二次喝卻很淡 品質不
1,泡茶中有別的客人或是老闆直接在室內抽煙，那泡茶的感覺整個都大打折扣了! 真的很乾！
1,食材新鮮好吃  服務親切和善  有包廂 談天可盡興  可是    怎麼現在還可以讓顧客在餐廳內抽煙！？？？    和餐廳反應只說那個包廂是可以抽煙的    問題它不是獨立隔間 門也開開的 空調也不是個別獨立的    原本想給5顆星    只能1顆抗議了
1,真的不怎麼樣又久 還不知道在跩啥
1,看了評價去的，點了麻油雞卻被麻油雞嚇到，和想像的差很遠，沒什麼麻油卻酒味超重，喝兩口就頭暈醉了，附的飲料也超隨便，附的水果是酸敗的服務態度也沒有評論中的好不會再去了
1,食材不新鮮，吧台東西多沒錯但其實看起來怪髒的！氣泡飲料還根本沒氣泡
1,看網站上的套餐感覺還不錯  但坐下來點餐時  老闆說今天只有賣  豬腳套餐和百菇素食套餐  這兩樣我都不喜歡  心想那就點個豆花吧  老闆說低消定要點飲料  不能點豆花  朋友想點豆花當套餐附贈的飲品  也不行 定必須是飲料  我覺得自己進了家黑店！
1,服務態度差服務動線差老闆態度非常隨便，非熟客就不特別招呼重新裝潢，卻沒有進步  要求內用客人在外面等，卻沒有人維持內用客人順序，也不提供內用客人先填單點餐，客人只能在外空等當有熟客來內用打包，老闆還會幫先記著  那在內用空等並且無法點牛肉麵的客人什麼時候才可以等到點餐並且用餐呢？
1,男的態度高傲，不耐煩，問下就不爽，不能目視挑蘋果，說他們已經挑過，如果要挑，叫我們去商場買，什麼服務態度，太過份，不尊重消費者，連顆星都不想給
1,環境髒亂，客人車亂停，請改善
1,不好的服務態度不好的品質，員工感覺對業務很生疏，問什麼都不知道 以後不會再去消費
