1,南港展覽館女廁設計超級爛，臉幾乎貼門，起身後頭部直接撞到鎖頭，頭部瞬間腫大，代表國家的展覽新館設計確如此差～
1,唉，之前大家排隊搶著拍照  還登上媒體版面  現在淪落的如此淒涼  這就是台灣人的窩蜂迷失  而店家的服務態度也令人不敢恭維
1, 垃圾      Bakwas
1, 無聊的      Boring
1,環境不錯  但  甜點普通  咖啡普通拉花慘不忍睹  服務生不知道怎麼回事不斷送錯單  (共點了六杯飲品個甜點就錯3次)  評分高應該是對電影院
1,稱不上什麼夜市，沒啥好逛，只能叫做小型商圈
1,2022/2/17中午十二點半左右，因疫情關係只能在門口拜拜，若要進去點光明燈祭改等等的，記得實聯制後，給站在外面超沒耐心的先生看，他就會放你進去辦事，那位先生真的超級兇，超級沒耐心，點都不適合為城隍爺做事，久久來次，居然被大聲吼在菩薩面前可以這種那麼沒水準的態度，也是令人非常佩服
1,我到台北市時，記得台北監獄還在原址的，什麼時候拆，不是那麼在意，轉眼間，回到這尋找圍牆遺跡，好感慨，塊黑黑長長的牆，好厚，難以想像，旁邊留著片空地，長滿綠油油的草，陽光普照，好似往日溜煙，空留記憶
1,"優雅而昂貴，並沒有提供食物的地方美食廣場總是滿滿的，我的妻子和孩子能夠得到的座位和桌子，他們被要求離開只為富人永遠不會再來這裡      Classy and expensive, and provides no place to eat Food court is always fulland the seat and table my wife and child was able to get, they were asked toleave Only for the rich Will never come here again"
1,不要來，因為廁所圍起來，工程到2025
1," 很難解釋，沒有流量或有價值的信息      Very difficult to interpret, with no flow or info of value"
1,環境舒適，適合逛街，散步的好地方
1,"今天特地去月老廟想添個香油錢100元,倒兩杯月老茶(廟方準備的紙杯)放在保溫杯帶回家跟小孩起喝，但因保溫杯裡有茶包，當下詢問在旁用垃圾袋的阿姨可以讓我把茶包丟在垃圾袋嗎？沒想到阿姨直接開罵直碎碎念後來廟方位阿伯也加入碎念的行列，左右開念的說不能用保溫瓶裝，不然其他人會有樣學樣我告知只要拿兩杯而已，我會裝在保溫瓶裡，這樣也不行，兩人邊碎念邊離開，尤其是那阿伯還用不屑的眼看了我眼，讓我覺得有必要這樣嗎？態度囂張惡劣，以後不會再去了,又沒有多靈驗"
